Date,ShareLink,ShareCommentary,SharedURL,MediaURL,Visibility
2023-09-07 20:13:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7105644151701962752,"My startup is averaging $50k/month since I started it in March""
""""
""Here’s the tech stack I use: ""
""""
""- Languages: TypeScript, SQL""
""- Frontend: NextJS""
""- Backend: ExpressJS""
""- Database: Postgres ""
""- Payments: Stripe ""
""- Content: S3 and CloudFront ""
""- Emails: SparkPost""
""- Platform: Heroku ""
""- Cloud bill: $400/month ""
""- Experiments: Statsig""
""- Logging: Kafka""
""""
""Future integrations: ""
""""
""- Analytics engineering learning platform: Trino and Tabular ""
""- Data engineering learning platform: Spark on Databricks and Iceberg ""
""- “leetcode for Spark” platform using Spark and Iceberg as well ""
""- Data engineering mentor matching platform using machine learning with PyTorch I think. Maybe something I can buy instead though ""
""""
""What else should I be building with my startup and team of engineers? ""
""""
""#SoftwareEngineering",,,MEMBER_NETWORK
2023-09-07 19:55:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7105639818700754944,"Amazing post by Ryan about being a good tech lead! ""
""""
""#softwareengineering",,,MEMBER_NETWORK
2023-09-07 19:05:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7105627156159885312,"Data engineering tooling has different groups of stacks depending on the company. ""
""""
""- the big tech company stack ""
""""
""- compute: Spark ""
""- Orchestration: Airflow (or similar)""
""- data quality: custom built ""
""- serving layer: Druid""
""- storage: Iceberg + S3 ""
""""
""- the mid-sized company stack ""
""""
""- compute: Snowflake/BigQuery ""
""- orchestration: Airflow or Fivetran or Informatica""
""- data quality: Great expectations and DBT ""
""- serving layer: Tableau extracts or Druid ""
""- storage: Snowflake/BigQuery ""
""""
""- the startup stack ""
""""
""- compute: Postgres ""
""- orchestration: CRON""
""- data quality: skipped ""
""- serving layer: SQL queries in Postgres""
""- storage: Postgres""
""""
""What would you change in these stacks?""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-09-07 02:15:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7105372928489263104,"Let’s go!!! More big tech influencers leaving to found their own things!""
""Congrats Cassie!!""
""""
""#datascience",,,MEMBER_NETWORK
2023-09-06 19:42:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7105274107633537024,"Data architect is the next step after data engineer on the technical ladder.""
""""
""What big questions should you be able to answer as a data architect?""
""""
""- should our pipelines be streaming or batch?""
""Having a firm understanding of the trade offs of lambda (streaming + batch) versus kappa (streaming only) architecture is a key thing to being a great data architect. ""
""""
""- how should our master data be modeled? ""
""This bucket is complex and has a few competing ideologies between Kimball data modeling, Inmon data modeling and one big table (OBT) data modeling. Each of these ideologies have trade offs that are too long to discuss in this LinkedIn post. ""
""""
""- what data stores should we use for serving our data? ""
""Technology selection is another critical component. Betting everything on Snowflake or Spark is a losing battle. Understanding low latency stores like Druid, Memcached and Redis will serve you well. Also know analytical DBs like CouchDB and DuckDB. ""
""""
""- how do we create processes to ensure data quality across all our pipelines ""
""Processes like spec review, design discussions, and data validation will greatly level up your data. As a data architect you should be flexing your leadership skills to get these adopted across your company. ""
""""
""""
""What other skills should a data architect know?""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-09-05 20:36:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7104925171936890880,"I took a refreshing phone break this past week and it has greatly improved my outlook and creativity! ""
""""
""Those 20 minutes on Saturday were to contact my family to let them know I wasn’t dying  in the mud at burning man. ""
""""
""I’m excited to bring the new found energy and improved mental health back into my data engineering business!""
""""
""#mentalhealth ""
""#dataengineering",,,MEMBER_NETWORK
2023-08-26 18:05:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7101263325937766400,"Things I do before bedtime to calm my anxious mind and get more restful sleep ""
""""
""- yoga""
""The long stretchy poses are great to invite sleepiness and calm. Supported fish pose with a block is incredible for the lower back. Sleeping pigeon and thread the needle are two other great poses to loosen the shoulders and legs. ""
""""
""- no phone a few hours before bed ""
""Blue light simulates sunlight and tricks the brain into thinking it’s day time. Quit messing up your brain into thinking it’s day time at 1 AM by scrolling Instagram Reels. ""
""""
""- a hot shower than ends cold ""
""I start my shower off hot and the last 2 minutes I end it cold. The quick shift and need for my body to warm up helps invite sleep ""
""""
""- avoid taking melatonin too many nights ""
""Take melatonin at most once or twice a week. Don’t interfere with your bodies natural sleep processes.""
""""
""#mentalhealth",,,MEMBER_NETWORK
2023-08-25 22:56:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100974300840529920,"Julio learned a lot from the boot camp!""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-25 18:03:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100900403222904833,"Benjamin puts out some of the best data engineering content in YouTube out there!""
""""
""Give him a follow!""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-25 11:11:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100796944272293888,"22 lectures, 20 labs, 12 Q&As, 6 speaker sessions with 12 speakers! ""
""""
""The last 6 weeks have been intense but I’m glad I have a treasure trove of content now! ""
""""
""Excited for future iterations of boot camps and building my educational platform! ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-24 18:58:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100552046415675392,"My 136th video on TikTok was the first one to break a million views ""
""My 153rd post on Instagram was the first one to break a million views ""
""""
""Consistency is key! You never know when the algorithm will bless you!""
""""
""#contentcreation",,,MEMBER_NETWORK
2023-08-24 07:04:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100372182345646080,"The 6th speaker series had Bill Inmon and Jitender Aswani  and was really 🔥!""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-24 00:25:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100271835614744576,The speaker series this week is amazing! #dataengineering ,,,MEMBER_NETWORK
2023-08-23 18:33:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100183242019901441,"My self-paced boot camp teaches much more than just Spark and Flink! ""
""""
""In the combined six-week program, you will:""
""""
""- Learn the tradeoffs between Kimball and One Big Table data modeling. Learn how to leverage complex data types like Arrays and Structs to supercharge your analytics""
""- Create a data pipeline spec that covers quality checks, assumptions, business metrics, and allows stakeholders to give feedback BEFORE you start coding""
""- Build data quality checks into your pipelines using data contracts such as write-audit-publish and write unit and integration tests to catch quality errors before they enter production""
""- Set up experiments using Flask and Statsig to learn about A/B tests and how to collect data in logged-out and logged-in environments""
""- Discover the power of data lake technologies Apache Iceberg. Proper schema evolution, partitioning, and parquet file format compression!  ""
""- Collaborate with your group on building on-call run books and learn about data pipeline maintenance ""
""- Learn how to prioritize your tasks for impact, identify low-value tasks, and push back when stakeholders ask you to do them""
""- Visualize data in the right way to create compelling stories that executives want to see. Create exploratory dashboards in Tableau that data analysts can use to discover patterns ""
""- Level up your SQL skills by having a four-hour crash course on GROUPING SETS, window functions, and cumulative table design""
""- Listen to 12 industry-leading experts in Q&A format and get their view on how things are changing in this rapid environment! ""
""""
""You'll learn all this and level up your Spark and Flink skills! Over 60 hours of content is available now!  ""
""""
""You can learn more at www.dataengineer.io ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-23 17:38:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100169347494473728,"Data engineering is less risky than data science and often has more ROI! ""
""""
""- Data science and data engineering both involve a tremendous amount of data cleaning.  The difference here is the outputs from data engineers are modeled, usable data sets for the rest of the company. The outputs from data scientists are inputs to machine learning models and/or experiments. These models and experiments may or may not produce business-impacting results. The visibility from the modeled data from data engineers has long lasting results. ""
""""
""- Data engineering problems involve less ambiguity than data science problems. Gathering and collecting data while documenting sources is easier than trying to get it all integrated into your system. People underestimate the complexity of getting a machine learning model running in production.  ""
""""
""These two factors is why data engineers, on average, saw a pay bump in 2023 and data scientists saw a slight decrease in pay!""
""""
""#dataengineering ""
""#datascience",,,MEMBER_NETWORK
2023-08-23 17:23:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7100165768671031297,"Amazing post by Arpit!""
""""
""#softwareengineering",,,MEMBER_NETWORK
2023-08-21 17:23:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7099440994483388417,I'll be rebranding my data engineer education products from www.eczachly.com to www.dataengineer.io! I'm really excited about this change!  #dataengineering ,,,MEMBER_NETWORK
2023-08-21 07:06:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7099285552222392320,Li Yin is cooking up some 🔥 with SylphAI (AI&data professional network),,,MEMBER_NETWORK
2023-08-20 16:40:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7099067688093700096,"IO is often the biggest component of cloud costs in data engineering! ""
""""
""How do you minimize it?""
""""
""- too much IO is caused by pipelines that read too much data ""
""This can happen when you’re building look back metrics and you aren’t using cumulative table design. These metrics should be built incrementally instead of scanning 30/60/90 days worth of data every day ""
""""
""- too much IO is caused by tables that are bigger than they need to be ""
""This can happen when you aren’t leveraging sorting the right way when writing out parquet tables. You should take advantage of run-length encoding the most you can by sorting by lowest to highest cardinality dimensions. ""
""""
""- too much IO is caused by data models that aren’t robust enough ""
""Duplicate data models with slightly different metric definitions need to be consolidated and collapsed. Double the data and double the pipelines. Your IO will be excessive!""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-19 23:29:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7098808263873335296,"I set up a really powerful Iceberg + Spark tutorial using Tabular in 2 hours. ""
""Thanks for unblocking me, Jason and Ryan! Y’all are building something special! ""
""#dataengineering",,,MEMBER_NETWORK
2023-08-17 21:14:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7098049390417776641,"Data engineering has many ""this or that"" questions""
""""
""- Python or Scala?""
""If you don't know either, start with Python. If you want to transition to the software/data engineer archetype, pick up Scala later. ""
""""
""- Streaming or Batch?""
""A vast majority of data engineering jobs are batch oriented. This will still be true in ten years. Streaming-oriented data engineering jobs pay better since the skillset is more niche and harder to come by. Remember there's a middle ground with things like microbatch. ""
""""
""- Kimball or One Big Table? ""
""Kimball is better at preserving data integrity and for 80+% of the data modeling use cases out there it is going to be the preferred way to model the data. One Big Table has its place though especially if you're trying to minimize shuffle. I've seen some really big performance gains from switching from Kimbal to OBT but just because I saw them at Airbnb doesn't mean you'll see the same. ""
""""
""- Snowflake or Databricks?""
""I like Databricks a lot since it has the versatility of Apache Spark. That being said, it's a more technical platform that takes much longer to learn and set up. The amount of time it takes to get value out of Snowflake is very little and that's a very impressive quality of Snowflake.""
""""
""- AWS or GCP or Azure?""
""AWS is the clear leader in market share and I have a slight bias towards using it over GCP or Azure. That being said, there will always be great Azure and GCP data engineering jobs as well! ""
""""
""- Airflow or Mage or Prefect or Dagster?""
""Airflow is the 9000-pound gorilla in this fight that is looking to be dethroned. The challengers have some really great features that are making Airflow look dated. I'm teaching Airflow in my boot camp though since it has the highest adoption by far""
""""
""#dataengineering ",,,MEMBER_NETWORK
2023-08-17 20:47:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7098042673013424128,"Great post by Bruno! He's been an amazing student in my boot camp! ""
""""
""#dataengineering ",,,MEMBER_NETWORK
2023-08-15 21:42:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7097331711457255424,"Data architecture always revolves around pushes or pulls!""
""""
""The ""pull"" architecture is the most common and includes the following technologies:""
""""
""A batch computing engine such as Apache Spark, BigQuery, Snowflake""
""A job orchestrator such as Airflow, Mage, Prefect, or Dagster""
""A place to put the batch of data such as Apache Iceberg, Delta Lake, Snowflake, Druid""
""An API to query the data on demand such as HTTP or SQL""
""""
""The ""push"" architecture also called the ""real-time"" architecture is substantially different and includes the following technologies:""
""""
""A streaming computing engine such as Apache Flink, Spark Structured Streaming ""
""A set of jobs that run 24/7 to process data as it arrives""
""A queue of events that are processed such as Apache Kafka or RabbitMQ ""
""A place to put the streams of data such as Apache Iceberg or Apache Kafka""
""An API to expose the data in real-time such as Websockets or Kafka consumers""
""""
""#dataengineering""
""#softwareengineering ",,,MEMBER_NETWORK
2023-08-15 21:28:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7097328099154870274,"People ask me, ""Why do you love JavaScript so much Zach if data engineers never use it?"" ""
""""
""JavaScript is a more fundamental component to any startup you want to build than SQL is. ""
""""
""Do you want to build a website? Okay, use React""
""Do you want to build a server? Okay, use ExpressJS""
""Do you need a mobile app? Okay, use React Native ""
""Do you need a data exchange format? Okay, use JSON (stands for JavaScript object notation)""
""""
""If you don't have a website, server, or app, how do you start generating data? ""
""""
""Data engineers are hired onto a startup much later because they're only needed after things are bigger and more complex. ""
""""
""And if you want to unblock yourself so you can get to that point where things are bigger and more complex, learn JavaScript!!! ""
""""
""#dataengineering ""
""#softwareengineering ""
""",,,MEMBER_NETWORK
2023-08-15 19:24:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7097297007072931840,"Data engineering has a huge community! Especially outside LinkedIn! ""
""""
""Here are some communities you need to join: ""
""""
""- Xinran’s Data Engineer Things""
""Slack channel is here http://join.det.life""
""""
""- Benjamin’s Seattle Data Guy ""
""Discord is here: https://lnkd.in/er6bcJBj""
""""
""- Zach’s EcZachly Inc ""
""Discord is here: https://lnkd.in/e_qtv8w7""
""""
""- Chip’s MLOps community ""
""Discord is here: https://lnkd.in/eqDeG--R ""
""""
""- Li’s SylphAI (AI&data professional network) ""
""Discord is here: https://lnkd.in/ePGFVY5A""
""""
""#dataengineering ""
""#machinelearning",,,MEMBER_NETWORK
2023-08-15 17:49:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7097273063678869505,"Great list of things to get started in AI by Li Yin ""
""""
""#dataengineering ""
""#machinelearning",,,MEMBER_NETWORK
2023-08-15 03:42:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7097059847388499968,"If you keep buying my boot camps I’ll keep recklessly spending it on neon signs! ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-15 00:19:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7097008940655280128,This role looks really great! #dataengineering,,,MEMBER_NETWORK
2023-08-14 20:42:03,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7096954143679926272,"I'm going to be a guest speaker for the first Data Engineer Things Book Club AMA Session on Aug 18!""
""""
""The Data Engineer Things Book Club is currently reading Fundamentals of Data Engineering, by Joe Reis 🤓  and Matthew Housley  It's not too late to join now!""
""""
""Feel free to join the AMA even if you are not reading the book! ""
""""
""(Signup link in the comment)""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-14 06:36:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7096741461827731456,"Dear JetBrains, ""
""""
""I’d make videos on how to use your IDEs effectively to fight the good fight against VS Code. I’ve been an avid fan of your products since 2013 when I made the switch from Eclipse to IntelliJ. ""
""""
""Nowadays,  I use: ""
""""
""DataGrip for SQL dev ""
""WebStorm for web dev ""
""IntelliJ or PyCharm for data engineering ""
""""
""End-to-end I use y’all’s products. ""
""""
""I haven’t touched a Microsoft product for development unless you count LinkedIn, GitHub and SQL Server/Windows ten years ago so I promise I’m not tainted! ""
""""
""#softwareengineering ""
""#dataengineering",,,MEMBER_NETWORK
2023-08-14 00:19:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7096646358916337664,"Deborah is having a great time learning in the self-paced version of EcZachly Inc’s second boot camp!""
""""
""You can get it here www.EcZachly.com""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-13 23:15:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7096630380497158144,"I met Nuseir Yassin founder of Nas Daily Studios""
""Turns out he used to be a data engineer too! ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-13 22:19:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7096616191770693632,"Curious what people think about data engineering interviews ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-13 06:50:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7096382371893022720,"Week 5 of 6 of the EcZachly Inc boot camp starts on Monday. For the analytics track, the title is ""KPIs and Experimentation""""
""""
""The analytics track is doing the following things: ""
""""
""Day 1:""
""""
""Lecture:""
""Learning about why data engineering and experimentation are closely connected""
""The different types of metrics and where data engineers should pass to analytics partners. ""
""Deep dive into how to split up your groups and proper experimentation design ""
""""
""Lab: ""
""Set up a Flask API using Statsig to run a live experiment end-to-end. Talk about the difference between logged-out and logged-in experiments.""
""""
""Day 2:""
""""
""Lecture:""
""Talk about statistical significance and when an experiment should be launched. ""
""Talk about how metrics can be gamed and need counter metrics. ""
""Talk about how experiments can go wrong such as the novelty effect""
""""
""Lab:""
""A product sense lab on how to think like a product manager and have a better business impact with the metrics you define""
""""
""#dataengineering ",,,MEMBER_NETWORK
2023-08-13 01:56:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7096308429748637696,"I got experimentation wired up in 90 minutes for my website: www.eczachly.com thanks to Statsig! ""
""""
""I'll be teaching my boot camp students the importance of data engineering, metrics, and experimentation in the coming week of the boot camp. ""
""""
""The active experiment I have running on my website is the signup button is red 80% of the time and blue 20% of the time.""
""""
""The companies that can perform the most experiments in parallel are the companies that are winning!""
""""
""#dataengineering ""
""#analyticsengineering ""
""#datascience ",http://www.eczachly.com,,MEMBER_NETWORK
2023-08-12 18:06:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7096190120206241792,"Y’all gotta check this out! ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-11 23:19:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095906609784053761,"People underestimate the consistency needed to be successful. ""
""""
""It took me 250 LinkedIn posts to get to 10k followers. ""
""Another 250 posts and I was at 100k. ""
""""
""90% of podcasts don’t make it past episode 3. ""
""99% of podcasts don’t make it past episode 20. ""
""""
""You’ll see a dramatic increase in your fitness with one month of consistency at the gym. Most people in the US are overweight or obese. ""
""""
""When it gets hard, don’t give up. That’s exactly when you need to double down to break through and see success! ""
""""
""It’s a mindset that will make you feel powerful! ""
""""
""#mentalhealth",,,MEMBER_NETWORK
2023-08-11 16:14:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095799661088706561,"I’m consistently impressed by the engineering caliber and dedication of my boot camp attendees. ""
""""
""If you’re hiring for data engineering roles and want a chance to talk to over 150 highly motivated, talented data engineers. ""
""""
""DM me!""
""""
""#dataengineering",,,MEMBER_NETWORK
